"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U650","2020-03-25 09:00:00","442.000","103.000","1.000","23.300","0.700","967.100","","0.000","-99.000","-99.000","-99.000","23.300","","17.800",""
"C0D660","2020-03-25 09:00:00","65.000","313.000","0.500","24.700","0.740","1008.600","","0.000","-99.000","-99.000","-99.000","24.700","","20.200",""
"C0E540","2020-03-25 09:00:00","32.000","2.000","0.800","24.900","0.780","1012.800","","0.000","-99.000","-99.000","-99.000","24.900","","19.600",""
"C0W170","2020-03-25 09:00:00","42.000","12.000","7.000","15.100","0.910","1011.400","","1.000","12.300","16.000","","15.100","","13.900",""
"C0Z150","2020-03-25 09:00:00","27.000","223.000","2.600","23.700","0.780","1014.500","","0.000","-99.000","-99.000","-99.000","23.700","","19.000",""
"C0S840","2020-03-25 09:00:00","22.000","79.000","1.400","27.200","0.680","1015.400","","0.000","-99.000","-99.000","-99.000","27.200","","20.100",""
"C0H9A0","2020-03-25 09:00:00","1595.000","100.000","1.100","19.900","0.570","848.600","","0.000","-99.000","-99.000","-99.000","19.900","","11.500",""
"C0Z300","2020-03-25 09:00:00","182.000","356.000","0.600","23.100","0.970","997.600","","0.000","-99.000","-99.000","-99.000","23.100","","18.100",""
"C0G730","2020-03-25 09:00:00","27.000","1.000","2.700","23.000","0.930","1013.700","","0.000","-99.000","-99.000","-99.000","23.000","","20.900",""
"C0V730","2020-03-25 09:00:00","33.000","35.000","1.100","25.900","0.870","1012.400","","0.000","-99.000","-99.000","-99.000","25.900","","22.000",""
"C0SA00","2020-03-25 09:00:00","466.000","121.000","2.500","24.700","0.750","963.900","","0.000","-99.000","-99.000","-99.000","24.700","","17.200",""
"C0S900","2020-03-25 09:00:00","27.000","144.000","3.000","26.300","0.820","1014.200","","0.000","-99.000","-99.000","-99.000","26.600","","23.400",""
"C0C480","2020-03-25 09:00:00","105.000","264.000","0.500","23.800","0.730","1004.000","","0.000","-99.000","-99.000","-99.000","23.800","","20.000",""
"C0V720","2020-03-25 09:00:00","15.000","57.000","0.900","27.100","0.750","1013.900","","0.000","-99.000","-99.000","-99.000","27.100","","22.500",""
"C0UA60","2020-03-25 09:00:00","566.000","179.000","0.900","20.900","0.940","952.800","","0.000","-99.000","-99.000","-99.000","21.200","","17.000",""
"C0E610","2020-03-25 09:00:00","850.000","0.000","0.200","19.900","0.750","922.400","","0.000","-99.000","-99.000","-99.000","20.100","","16.500",""
"C0V610","2020-03-25 09:00:00","22.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z310","2020-03-25 09:00:00","59.000","207.000","1.900","25.700","0.730","1010.500","","0.000","-99.000","-99.000","-99.000","25.700","","20.300",""
"C0S700","2020-03-25 09:00:00","507.000","24.000","0.800","23.200","0.780","960.700","","0.000","-99.000","-99.000","-99.000","23.400","","17.200",""
"C0T9G0","2020-03-25 09:00:00","605.000","49.000","1.000","22.000","0.980","951.200","","0.000","-99.000","-99.000","-99.000","22.700","","17.300",""
"C0U520","2020-03-25 09:00:00","517.000","52.000","0.400","23.100","0.990","960.700","","0.000","-99.000","-99.000","-99.000","23.100","","16.200",""
"C0E750","2020-03-25 09:00:00","62.000","40.000","0.400","25.300","0.690","1008.100","","0.000","-99.000","-99.000","-99.000","25.300","","20.700",""
"C0G660","2020-03-25 09:00:00","27.000","350.000","2.100","25.100","0.810","1014.000","","0.000","-99.000","-99.000","-99.000","25.100","","21.800",""
"C0R690","2020-03-25 09:00:00","248.000","70.000","1.500","25.500","0.780","987.000","","0.000","-99.000","-99.000","-99.000","25.500","","19.900",""
"C0X150","2020-03-25 09:00:00","18.000","22.000","2.700","23.900","0.860","1015.400","","0.000","-99.000","-99.000","-99.000","23.900","","21.900",""
"C0Z050","2020-03-25 09:00:00","830.000","105.000","0.400","20.900","0.650","926.400","","0.000","-99.000","-99.000","-99.000","20.900","","15.300",""
"C0I490","2020-03-25 09:00:00","1601.000","161.000","0.900","17.300","0.740","844.600","","0.000","-99.000","-99.000","-99.000","17.800","","12.500",""
"C0I090","2020-03-25 09:00:00","910.000","32.000","1.500","22.200","0.770","915.400","","0.000","-99.000","-99.000","-99.000","22.200","","17.300",""
"C0X240","2020-03-25 09:00:00","394.000","21.000","0.500","22.600","0.810","971.900","","0.000","-99.000","-99.000","-99.000","22.600","","17.600",""
"C0S990","2020-03-25 09:00:00","409.000","41.000","1.800","24.500","0.720","970.800","","0.000","-99.000","-99.000","-99.000","24.500","","20.000",""
"C0E850","2020-03-25 09:00:00","104.000","302.000","0.700","24.100","0.740","1003.700","","0.000","-99.000","-99.000","-99.000","24.900","","18.400",""
"C0T9B0","2020-03-25 09:00:00","558.000","134.000","1.700","21.900","0.750","955.400","","0.000","-99.000","-99.000","-99.000","22.600","","17.500",""
"C0G650","2020-03-25 09:00:00","34.000","2.000","0.900","25.200","0.890","1011.800","","0.000","-99.000","-99.000","-99.000","25.200","","21.200",""
"C0K580","2020-03-25 09:00:00","26.000","356.000","1.900","24.000","0.990","1014.400","","0.000","-99.000","-99.000","-99.000","24.000","","21.100",""
"C0X050","2020-03-25 09:00:00","25.000","348.000","2.200","23.200","0.940","1012.100","","0.000","-99.000","-99.000","-99.000","23.300","","19.900",""
"CM0100","2020-03-25 09:00:00","25.000","304.000","0.700","24.600","0.670","1013.200","","0.000","-99.000","-99.000","-99.000","24.700","","20.300",""
"C0AC70","2020-03-25 09:00:00","71.000","0.000","0.000","23.900","0.750","1008.100","","0.000","-99.000","-99.000","-99.000","23.900","","20.600",""
"CM0130","2020-03-25 09:00:00","11.000","1.000","3.200","23.800","0.770","1015.600","","0.000","-99.000","-99.000","-99.000","23.900","","22.900",""
"C0W110","2020-03-25 09:00:00","16.000","6.000","5.500","17.200","0.830","1016.100","","0.000","-99.000","-99.000","-99.000","17.400","","15.500",""
"C0R670","2020-03-25 09:00:00","26.000","213.000","2.400","25.700","0.740","1013.700","","0.000","-99.000","-99.000","-99.000","26.500","","22.800",""
"C0X120","2020-03-25 09:00:00","28.000","360.000","2.200","23.300","0.870","1014.000","","0.000","-99.000","-99.000","-99.000","23.300","","21.500",""
"C0R100","2020-03-25 09:00:00","1006.000","131.000","0.800","22.100","0.730","905.700","","0.000","-99.000","-99.000","-99.000","22.100","","15.300",""
"C0C700","2020-03-25 09:00:00","151.000","0.000","0.000","24.100","0.750","999.200","","0.000","-99.000","-99.000","-99.000","24.100","","19.700",""
"C0W130","2020-03-25 09:00:00","18.000","13.000","4.100","22.700","0.820","1013.100","","0.000","-99.000","-99.000","-99.000","22.700","","20.900",""
"C0F9R0","2020-03-25 09:00:00","20.000","45.000","1.500","23.300","1.000","1014.600","","0.000","-99.000","-99.000","-99.000","23.300","","21.800",""
"C0V660","2020-03-25 09:00:00","25.000","19.000","1.100","25.200","0.780","1013.100","","0.000","-99.000","-99.000","-99.000","25.200","","22.000",""
"C0G780","2020-03-25 09:00:00","27.000","349.000","1.600","24.100","0.850","1012.900","","0.000","-99.000","-99.000","-99.000","24.100","","21.900",""
"C0C590","2020-03-25 09:00:00","72.000","246.000","0.700","23.600","0.810","1007.200","","0.000","-99.000","-99.000","-99.000","23.600","","18.900",""
"C0I520","2020-03-25 09:00:00","3860.000","347.000","1.000","3.200","0.270","643.700","","-99.000","-99.000","-99.000","-99.000","3.200","","-0.400",""
"C0M790","2020-03-25 09:00:00","15.000","29.000","1.900","23.500","0.810","1013.200","","0.000","-99.000","-99.000","-99.000","23.500","","20.900",""
"C0R130","2020-03-25 09:00:00","1040.000","309.000","0.600","20.700","0.680","899.700","","0.000","-99.000","-99.000","-99.000","20.800","","16.800",""
"C0AH30","2020-03-25 09:00:00","755.000","169.000","3.300","20.600","1.000","932.300","","5.500","-99.000","-99.000","-99.000","20.600","","18.100",""
"C0X170","2020-03-25 09:00:00","50.000","22.000","1.100","25.300","0.780","1009.500","","0.000","-99.000","-99.000","-99.000","25.300","","21.500",""
"C0K291","2020-03-25 09:00:00","8.000","348.000","3.800","23.300","0.880","1015.400","","0.000","-99.000","-99.000","-99.000","23.600","","21.500",""
"C0D480","2020-03-25 09:00:00","223.000","224.000","0.500","22.600","0.830","989.800","","0.000","-99.000","-99.000","-99.000","22.600","","17.600",""
"C0F0C0","2020-03-25 09:00:00","983.000","199.000","0.900","20.900","0.740","907.100","","0.000","-99.000","-99.000","-99.000","20.900","","16.000",""
"C0U860","2020-03-25 09:00:00","5.000","53.000","2.100","22.500","1.000","1016.300","","5.000","-99.000","-99.000","-99.000","22.900","","21.200",""
"C0UA50","2020-03-25 09:00:00","808.000","144.000","2.700","18.300","0.980","926.500","","0.000","-99.000","-99.000","-99.000","18.300","","16.600",""
"C0X320","2020-03-25 09:00:00","30.000","42.000","2.100","24.100","0.780","1011.900","","0.000","-99.000","-99.000","-99.000","24.100","","19.300",""
"C0T960","2020-03-25 09:00:00","120.000","122.000","0.500","24.400","0.880","1003.400","","0.000","-99.000","-99.000","-99.000","24.400","","18.100",""
"C0SA80","2020-03-25 09:00:00","136.000","132.000","0.400","26.000","0.650","1000.800","","0.000","-99.000","-99.000","-99.000","26.000","","19.100",""
"C0E780","2020-03-25 09:00:00","160.000","205.000","0.800","25.100","0.750","997.600","","0.000","-99.000","-99.000","-99.000","25.100","","19.600",""
"C0F9Q0","2020-03-25 09:00:00","149.000","339.000","1.700","24.700","0.800","998.000","","0.000","-99.000","-99.000","-99.000","24.700","","19.900",""
"C0F9X0","2020-03-25 09:00:00","166.000","24.000","1.800","23.000","0.890","998.800","","0.000","-99.000","-99.000","-99.000","23.000","","20.700",""
"C0F0D0","2020-03-25 09:00:00","3171.000","179.000","2.200","9.900","0.350","700.000","","0.000","-99.000","-99.000","-99.000","11.000","","3.200",""
"C0S730","2020-03-25 09:00:00","110.000","26.000","2.800","25.800","0.810","1003.900","","0.000","-99.000","-99.000","-99.000","25.900","","21.600",""
"C0T790","2020-03-25 09:00:00","2830.000","0.000","0.200","13.900","0.300","729.400","","0.000","-99.000","-99.000","-99.000","15.200","","6.700",""
"C0V750","2020-03-25 09:00:00","50.000","37.000","1.500","25.700","0.790","1011.100","","0.000","-99.000","-99.000","-99.000","25.800","","22.500",""
"C0K530","2020-03-25 09:00:00","12.000","31.000","3.300","23.400","0.840","1014.700","","0.000","-99.000","-99.000","-99.000","23.400","","21.700",""
"C0M780","2020-03-25 09:00:00","30.000","47.000","1.100","24.000","0.780","1012.900","","0.000","-99.000","-99.000","-99.000","24.000","","20.700",""
"C0V360","2020-03-25 09:00:00","94.000","0.000","0.200","26.800","0.640","1004.600","","0.000","-99.000","-99.000","-99.000","26.800","","19.200",""
"C0K510","2020-03-25 09:00:00","10.000","6.000","1.800","23.900","0.830","1014.100","","0.000","-99.000","-99.000","-99.000","23.900","","21.100",""
"C0D650","2020-03-25 09:00:00","97.000","307.000","0.300","23.300","0.790","1005.000","","0.000","-99.000","-99.000","-99.000","23.300","","19.900",""
"C0V630","2020-03-25 09:00:00","19.000","24.000","1.600","24.900","0.760","1013.400","","0.000","-99.000","-99.000","-99.000","25.000","","22.300",""
"C0U910","2020-03-25 09:00:00","17.000","43.000","0.700","22.600","0.800","1014.700","","0.000","-99.000","-99.000","-99.000","22.600","","19.400",""
"C0U600","2020-03-25 09:00:00","10.000","70.000","0.700","22.500","0.990","1015.100","","0.000","-99.000","-99.000","-99.000","22.500","","19.800",""
"C0G820","2020-03-25 09:00:00","29.000","30.000","1.300","25.400","0.790","1012.100","","0.000","-99.000","-99.000","-99.000","25.400","","21.500",""
"C0R590","2020-03-25 09:00:00","72.000","8.000","0.700","25.300","0.850","1007.200","","0.000","-99.000","-99.000","-99.000","25.400","","21.000",""
"C0A9E0","2020-03-25 09:00:00","26.000","158.000","1.100","24.500","0.720","1013.800","","0.000","-99.000","-99.000","-99.000","24.500","","21.200",""
"C0R480","2020-03-25 09:00:00","57.000","40.000","1.600","25.700","0.710","1008.300","","0.000","-99.000","-99.000","-99.000","25.700","","20.600",""
"C0A980","2020-03-25 09:00:00","11.000","156.000","0.400","25.500","0.710","1015.700","","0.000","-99.000","-99.000","-99.000","25.500","","20.500",""
"C0C670","2020-03-25 09:00:00","250.000","0.000","0.000","24.100","0.720","987.900","","0.000","-99.000","-99.000","-99.000","24.100","","18.600",""
"C0K550","2020-03-25 09:00:00","15.000","345.000","1.200","23.600","0.830","1014.600","","0.000","-99.000","-99.000","-99.000","23.800","","21.000",""
"C0R350","2020-03-25 09:00:00","35.000","79.000","3.200","28.200","0.710","1011.700","","0.000","-99.000","-99.000","-99.000","28.200","","22.500",""
"C0T9F0","2020-03-25 09:00:00","251.000","128.000","0.400","25.300","0.710","988.600","","0.000","-99.000","-99.000","-99.000","25.300","","18.900",""
"C0D390","2020-03-25 09:00:00","146.000","238.000","0.300","23.700","0.750","997.900","","0.000","-99.000","-99.000","-99.000","23.700","","18.200",""
"C0E430","2020-03-25 09:00:00","258.000","0.000","0.000","21.700","0.860","990.000","","0.000","-99.000","-99.000","-99.000","21.700","","18.100",""
"C0O990","2020-03-25 09:00:00","18.000","5.000","1.600","24.700","0.980","1013.300","","0.000","-99.000","-99.000","-99.000","24.700","","20.900",""
"CM0010","2020-03-25 09:00:00","68.000","52.000","0.300","23.400","0.780","1008.900","","0.000","-99.000","-99.000","-99.000","23.400","","19.900",""
"C0K500","2020-03-25 09:00:00","12.000","8.000","3.200","23.500","0.890","1013.600","","0.000","-99.000","-99.000","-99.000","23.600","","21.100",""
"C0X260","2020-03-25 09:00:00","39.000","45.000","2.500","22.600","0.890","1012.100","","0.000","-99.000","-99.000","-99.000","22.600","","20.500",""
"C0ACA0","2020-03-25 09:00:00","25.000","0.000","0.000","24.100","0.800","1012.300","","0.000","-99.000","-99.000","-99.000","24.100","","20.600",""
"C0X180","2020-03-25 09:00:00","62.000","341.000","1.300","24.200","0.990","1007.600","","0.000","-99.000","-99.000","-99.000","24.300","","21.000",""
"C0F930","2020-03-25 09:00:00","100.000","337.000","0.800","23.500","0.990","1004.100","","0.000","-99.000","-99.000","-99.000","23.800","","20.700",""
"C0I010","2020-03-25 09:00:00","1562.000","201.000","0.300","18.700","0.570","850.900","","0.000","-99.000","-99.000","-99.000","18.700","","12.500",""
"C0R190","2020-03-25 09:00:00","32.000","326.000","1.500","26.200","0.750","1011.200","","0.000","-99.000","-99.000","-99.000","26.200","","19.500",""
"C0E420","2020-03-25 09:00:00","19.000","11.000","0.300","24.800","0.740","1012.000","","0.000","-99.000","-99.000","-99.000","24.800","","19.800",""
"C0I460","2020-03-25 09:00:00","110.000","15.000","1.300","24.200","0.810","1003.300","","0.000","-99.000","-99.000","-99.000","24.200","","21.500",""
"C0A9F0","2020-03-25 09:00:00","35.000","0.000","0.000","25.500","0.720","1012.600","","0.000","-99.000","-99.000","-99.000","25.500","","21.300",""
"C0F9A0","2020-03-25 09:00:00","425.000","279.000","1.100","23.700","0.830","968.100","","0.000","-99.000","-99.000","-99.000","23.800","","19.100",""
"C0O950","2020-03-25 09:00:00","4.000","355.000","1.400","25.300","0.830","1014.600","","0.000","-99.000","-99.000","-99.000","25.300","","21.600",""
"C0M760","2020-03-25 09:00:00","40.000","337.000","1.000","23.500","0.830","1011.700","","0.000","-99.000","-99.000","-99.000","23.500","","20.900",""
"C0AH70","2020-03-25 09:00:00","34.000","244.000","0.400","25.300","0.600","1012.900","","0.000","-99.000","-99.000","-99.000","25.300","","21.000",""
"C0V250","2020-03-25 09:00:00","298.000","196.000","1.100","28.000","0.550","981.200","","0.000","-99.000","-99.000","-99.000","28.100","","20.000",""
"C0U980","2020-03-25 09:00:00","573.000","92.000","1.000","19.600","1.000","953.300","","1.500","-99.000","-99.000","-99.000","19.600","","17.800",""
"C0S740","2020-03-25 09:00:00","289.000","320.000","0.300","24.600","0.700","985.100","","0.000","-99.000","-99.000","-99.000","24.600","","17.200",""
"C0A940","2020-03-25 09:00:00","49.000","0.000","0.200","22.100","0.990","1011.100","","0.000","-99.000","-99.000","-99.000","22.100","","19.200",""
"C0A920","2020-03-25 09:00:00","196.000","35.000","0.700","23.000","0.910","993.000","","0.000","-99.000","-99.000","-99.000","23.000","","19.700",""
"C0T870","2020-03-25 09:00:00","135.000","156.000","0.700","22.900","0.760","1001.400","","0.000","-99.000","-99.000","-99.000","22.900","","15.900",""
"C0O930","2020-03-25 09:00:00","69.000","34.000","0.400","25.300","0.850","1007.500","","0.000","-99.000","-99.000","-99.000","25.300","","19.600",""
"C0AI40","2020-03-25 09:00:00","37.000","-99.000","-99.000","24.600","0.740","1012.300","","0.000","-99.000","-99.000","-99.000","24.600","","21.400",""
"C0C460","2020-03-25 09:00:00","482.000","0.000","0.000","21.300","0.730","962.500","","0.000","-99.000","-99.000","-99.000","21.300","","17.300",""
"C0E520","2020-03-25 09:00:00","320.000","328.000","0.300","23.600","0.790","980.600","","0.000","-99.000","-99.000","-99.000","23.600","","17.600",""
"C0T9D0","2020-03-25 09:00:00","7.000","0.000","0.000","24.900","0.800","1016.800","","0.000","-99.000","-99.000","-99.000","24.900","","19.200",""
"C0I390","2020-03-25 09:00:00","1184.000","102.000","0.800","19.700","0.650","888.700","","0.000","-99.000","-99.000","-99.000","19.700","","13.500",""
"C0B020","2020-03-25 09:00:00","86.000","87.000","4.600","21.300","0.980","1005.000","","0.000","-99.000","-99.000","-99.000","21.300","","20.200",""
"CM0170","2020-03-25 09:00:00","106.000","271.000","1.300","23.900","0.800","1004.800","","0.000","-99.000","-99.000","-99.000","25.000","","19.400",""
"C0F860","2020-03-25 09:00:00","2215.000","219.000","1.500","16.100","0.460","784.100","","0.000","-99.000","-99.000","-99.000","16.100","","7.400",""
"C0U890","2020-03-25 09:00:00","116.000","63.000","1.300","23.900","0.860","1004.600","","0.000","-99.000","-99.000","-99.000","23.900","","18.700",""
"C0G800","2020-03-25 09:00:00","15.000","23.000","3.000","23.300","0.990","1014.100","","0.000","-99.000","-99.000","-99.000","23.300","","21.500",""
"C0F850","2020-03-25 09:00:00","379.000","303.000","0.600","22.500","0.760","972.500","","0.000","-99.000","-99.000","-99.000","23.000","","19.000",""
"C0AH50","2020-03-25 09:00:00","275.000","0.000","0.000","23.100","0.930","984.800","","0.000","-99.000","-99.000","-99.000","23.200","","19.400",""
"C0Z160","2020-03-25 09:00:00","124.000","197.000","0.600","23.300","0.780","1006.100","","0.000","-99.000","-99.000","-99.000","23.300","","18.100",""
"C0R540","2020-03-25 09:00:00","17.000","305.000","0.900","27.000","0.700","1013.200","","0.000","-99.000","-99.000","-99.000","27.000","","21.600",""
"C0K480","2020-03-25 09:00:00","56.000","340.000","2.100","23.500","0.990","1009.200","","0.000","-99.000","-99.000","-99.000","23.500","","20.400",""
"C0H890","2020-03-25 09:00:00","440.000","0.000","0.000","23.600","0.690","965.400","","0.000","-99.000","-99.000","-99.000","23.600","","18.500",""
"C0S770","2020-03-25 09:00:00","375.000","106.000","0.300","24.900","0.700","973.900","","0.000","-99.000","-99.000","-99.000","24.900","","18.000",""
"C0X230","2020-03-25 09:00:00","29.000","30.000","2.500","22.800","0.860","1014.100","","0.000","-99.000","-99.000","-99.000","22.800","","20.500",""
"C0B010","2020-03-25 09:00:00","38.000","0.000","0.100","23.000","0.990","1009.700","","0.000","-99.000","-99.000","-99.000","23.000","","20.900",""
"C0R490","2020-03-25 09:00:00","49.000","341.000","0.500","25.900","0.720","1009.500","","0.000","-99.000","-99.000","-99.000","25.900","","21.300",""
"C0V440","2020-03-25 09:00:00","27.000","331.000","0.900","26.400","0.660","1012.000","","0.000","-99.000","-99.000","-99.000","26.400","","20.400",""
"C0SA40","2020-03-25 09:00:00","200.000","63.000","0.800","24.200","0.680","994.400","","0.000","-99.000","-99.000","-99.000","24.200","","17.900",""
"C0Z280","2020-03-25 09:00:00","224.000","294.000","0.700","23.600","0.860","992.800","","0.000","-99.000","-99.000","-99.000","23.600","","18.500",""
"C0Z070","2020-03-25 09:00:00","247.000","0.000","0.000","21.200","0.990","988.300","","0.000","-99.000","-99.000","-99.000","21.200","","18.100",""
"CM0180","2020-03-25 09:00:00","313.000","165.000","0.300","27.000","0.550","980.900","","0.000","-99.000","-99.000","-99.000","27.000","","19.000",""
"C0T9N0","2020-03-25 09:00:00","261.000","358.000","0.900","23.200","0.780","987.600","","0.000","-99.000","-99.000","-99.000","23.200","","17.400",""
"C0K470","2020-03-25 09:00:00","97.000","298.000","1.400","23.800","0.910","1004.600","","0.000","-99.000","-99.000","-99.000","23.800","","18.800",""
"C0R720","2020-03-25 09:00:00","214.000","34.000","2.700","24.800","0.750","992.300","","0.000","-99.000","-99.000","-99.000","24.800","","21.100",""
"C0V650","2020-03-25 09:00:00","28.000","25.000","2.000","25.500","0.770","1014.400","","0.000","-99.000","-99.000","-99.000","25.500","","21.900",""
"C0H9C0","2020-03-25 09:00:00","3402.000","283.000","0.700","6.000","0.390","678.800","","0.000","-99.000","-99.000","-99.000","6.500","","2.200",""
"C0U780","2020-03-25 09:00:00","15.000","308.000","0.300","23.400","0.840","1015.500","","0.000","-99.000","-99.000","-99.000","23.400","","19.600",""
"C0U760","2020-03-25 09:00:00","22.000","0.000","0.000","22.500","0.990","1016.000","","1.000","-99.000","-99.000","-99.000","22.600","","19.700",""
"C0X290","2020-03-25 09:00:00","10.000","34.000","3.200","23.200","0.870","1014.800","","0.000","-99.000","-99.000","-99.000","23.200","","22.400",""
"C0E830","2020-03-25 09:00:00","37.000","330.000","2.700","22.900","0.890","1011.500","","0.000","-99.000","-99.000","-99.000","22.900","","20.400",""
"C0K330","2020-03-25 09:00:00","38.000","333.000","2.000","23.800","0.890","1011.300","","0.000","-99.000","-99.000","-99.000","23.900","","20.600",""
"C0M660","2020-03-25 09:00:00","40.000","344.000","2.600","23.200","0.860","1011.900","","0.000","-99.000","-99.000","-99.000","23.200","","20.800",""
"C0D580","2020-03-25 09:00:00","120.000","0.000","0.000","23.300","0.810","1002.400","","0.000","-99.000","-99.000","-99.000","23.300","","18.200",""
"C0X300","2020-03-25 09:00:00","70.000","0.000","0.000","22.600","0.870","1007.900","","0.000","-99.000","-99.000","-99.000","22.600","","19.100",""
"C0U970","2020-03-25 09:00:00","7.000","0.000","0.000","22.000","0.930","1017.000","","0.500","-99.000","-99.000","-99.000","22.000","","20.300",""
"C0R340","2020-03-25 09:00:00","230.000","25.000","1.500","26.900","0.710","989.200","","0.000","-99.000","-99.000","-99.000","26.900","","18.700",""
"C0M750","2020-03-25 09:00:00","10.000","12.000","2.500","23.500","0.850","1014.700","","0.000","-99.000","-99.000","-99.000","23.500","","21.800",""
"C0I110","2020-03-25 09:00:00","161.000","272.000","1.100","25.000","0.760","998.000","","0.000","-99.000","-99.000","-99.000","25.000","","20.400",""
"C0V370","2020-03-25 09:00:00","74.000","321.000","0.500","25.900","0.740","1007.800","","0.000","-99.000","-99.000","-99.000","25.900","","19.900",""
"C0C690","2020-03-25 09:00:00","242.000","196.000","0.600","24.000","0.670","988.700","","0.000","-99.000","-99.000","-99.000","24.000","","19.300",""
"C0A540","2020-03-25 09:00:00","401.000","125.000","0.300","20.900","0.980","970.400","","1.000","-99.000","-99.000","-99.000","20.900","","18.500",""
"C0SA60","2020-03-25 09:00:00","6.000","78.000","1.000","27.500","0.610","1015.300","","0.000","-99.000","-99.000","-99.000","27.500","","20.400",""
"C0H950","2020-03-25 09:00:00","192.000","0.000","0.000","24.200","0.780","993.800","","0.000","-99.000","-99.000","-99.000","24.200","","19.000",""
"C0O960","2020-03-25 09:00:00","112.000","0.000","0.200","25.500","0.760","1001.900","","0.000","-99.000","-99.000","-99.000","25.500","","20.300",""
"C0E880","2020-03-25 09:00:00","507.000","234.000","0.400","-99.000","0.990","958.700","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AH10","2020-03-25 09:00:00","30.000","104.000","0.500","25.100","0.980","1012.300","","0.000","-99.000","-99.000","-99.000","25.100","","21.300",""
"C0R680","2020-03-25 09:00:00","13.000","65.000","3.700","26.900","0.730","1014.500","","0.000","-99.000","-99.000","-99.000","27.000","","23.500",""
"C0X210","2020-03-25 09:00:00","38.000","358.000","2.200","22.300","0.930","1010.100","","0.000","-99.000","-99.000","-99.000","22.500","","20.300",""
"C0D430","2020-03-25 09:00:00","87.000","0.000","0.000","24.800","0.770","1005.000","","0.000","-99.000","-99.000","-99.000","24.800","","18.400",""
"C0AD30","2020-03-25 09:00:00","20.000","158.000","0.600","25.000","0.710","1012.000","","0.000","-99.000","-99.000","-99.000","25.000","","21.600",""
"C0R240","2020-03-25 09:00:00","87.000","329.000","1.500","26.800","0.650","1005.000","","0.000","-99.000","-99.000","-99.000","26.800","","19.400",""
"C0AI30","2020-03-25 09:00:00","26.000","102.000","0.600","24.300","0.820","1014.100","","0.000","-99.000","-99.000","-99.000","24.400","","21.000",""
"C0U960","2020-03-25 09:00:00","1885.000","200.000","2.100","15.600","0.800","817.200","","0.500","-99.000","-99.000","-99.000","15.600","","8.300",""
"C0T9E0","2020-03-25 09:00:00","415.000","353.000","0.400","21.900","0.910","971.300","","0.000","-99.000","-99.000","-99.000","21.900","","17.800",""
"C0D550","2020-03-25 09:00:00","1956.000","0.000","0.200","17.000","0.730","813.800","","0.000","-99.000","-99.000","-99.000","17.100","","10.600",""
"C0C630","2020-03-25 09:00:00","209.000","208.000","0.900","22.900","0.770","992.300","","0.000","-99.000","-99.000","-99.000","22.900","","18.700",""
"C0E810","2020-03-25 09:00:00","53.000","352.000","0.600","24.300","0.860","1010.600","","0.000","-99.000","-99.000","-99.000","24.300","","18.700",""
"C0G830","2020-03-25 09:00:00","27.000","1.000","2.100","23.600","1.000","1011.500","","0.000","-99.000","-99.000","-99.000","23.600","","20.900",""
"C0A550","2020-03-25 09:00:00","422.000","0.000","0.000","20.300","1.000","969.600","","4.000","-99.000","-99.000","-99.000","20.300","","19.000",""
"C0G750","2020-03-25 09:00:00","31.000","337.000","1.600","23.300","0.840","1013.400","","-99.000","-99.000","-99.000","-99.000","23.300","","21.100",""
"C0Z270","2020-03-25 09:00:00","343.000","14.000","0.700","23.100","0.750","978.700","","0.000","-99.000","-99.000","-99.000","23.100","","18.500",""
"C0UA30","2020-03-25 09:00:00","1397.000","97.000","1.500","18.700","0.990","864.100","","0.000","-99.000","-99.000","-99.000","18.800","","13.400",""
"C0I080","2020-03-25 09:00:00","536.000","35.000","0.300","26.100","0.480","958.000","","0.000","-99.000","-99.000","-99.000","26.100","","17.500",""
"C0UA00","2020-03-25 09:00:00","392.000","329.000","0.500","23.000","0.670","973.300","","0.000","-99.000","-99.000","-99.000","23.000","","16.200",""
"C0AD40","2020-03-25 09:00:00","32.000","13.000","0.900","24.200","0.750","1012.700","","0.000","-99.000","-99.000","-99.000","24.200","","18.800",""
"C0G900","2020-03-25 09:00:00","20.000","11.000","4.500","23.000","0.930","1012.600","","0.000","-99.000","-99.000","-99.000","23.600","","22.200",""
"C0S660","2020-03-25 09:00:00","794.000","86.000","0.600","22.200","0.600","929.900","","0.000","-99.000","-99.000","-99.000","22.200","","14.600",""
"C0M640","2020-03-25 09:00:00","155.000","0.000","0.000","22.400","0.970","998.100","","0.000","-99.000","-99.000","-99.000","22.400","","19.400",""
"C0R660","2020-03-25 09:00:00","20.000","304.000","1.400","25.600","0.740","1013.700","","0.000","-99.000","-99.000","-99.000","25.600","","21.100",""
"C0UA10","2020-03-25 09:00:00","1711.000","198.000","0.400","17.000","1.000","835.200","","0.500","-99.000","-99.000","-99.000","17.000","","10.300",""
"C0V770","2020-03-25 09:00:00","26.000","73.000","0.700","25.800","0.700","1012.500","","0.000","-99.000","-99.000","-99.000","25.800","","21.500",""
